lead_id,age,annual_income,company_size,industry,website_visits,emails_opened,demo_requested,response_time_hours,previous_purchase,converted
498,34,1290049,Large,Finance,1,7,1,30,1,1
499,30,1230491,Medium,Finance,17,2,1,19,0,1
500,48,1516959,Large,Manufacturing,11,6,0,53,1,1
501,23,1674572,Medium,Healthcare,18,2,0,56,0,0
502,26,558722,Medium,Finance,17,6,0,23,1,1
503,50,432079,Small,Retail,16,9,0,62,1,1
504,58,502053,Large,Retail,5,9,1,33,1,1
505,59,900530,Medium,Manufacturing,14,5,0,18,0,1
506,40,1527165,Medium,Manufacturing,2,1,0,33,1,0
507,29,1851814,Small,Tech,5,2,0,32,0,0
508,22,1377833,Small,Tech,2,5,0,61,0,0
509,43,780488,Large,Tech,0,3,0,54,0,0
510,38,735423,Medium,Manufacturing,12,5,0,17,0,0
511,28,1492929,Large,Manufacturing,13,0,0,19,1,1
512,46,623390,Medium,Manufacturing,12,9,0,70,0,0
513,25,563579,Large,Retail,3,0,0,34,1,0
514,57,1578523,Small,Manufacturing,6,2,0,25,1,0
515,27,1580334,Medium,Retail,9,7,0,68,1,0
516,52,1964221,Large,Tech,6,7,0,11,0,1
517,40,1506308,Small,Tech,14,3,0,16,0,0
518,48,1299701,Small,Tech,14,5,0,61,1,0
519,31,1231011,Large,Finance,3,7,0,7,0,0
520,47,1956671,Medium,Finance,5,6,0,16,0,0
521,40,1787331,Medium,Healthcare,19,6,1,16,0,1
522,24,438563,Small,Healthcare,4,3,1,40,0,0
523,34,1083066,Medium,Healthcare,19,8,1,12,1,1
524,49,1854623,Medium,Finance,11,9,0,35,0,1
525,41,1005552,Medium,Finance,0,5,1,21,0,0
526,49,626032,Small,Healthcare,7,2,0,50,0,0
527,29,897897,Large,Healthcare,0,4,0,43,0,0
528,22,1072800,Medium,Manufacturing,4,4,0,17,0,0
529,24,1602549,Small,Healthcare,5,4,1,32,0,0
530,34,1631673,Small,Manufacturing,2,7,0,41,0,0
531,49,1725402,Large,Retail,14,8,0,6,1,1
532,46,1862833,Medium,Finance,4,8,1,27,0,1
533,54,1779359,Medium,Healthcare,13,5,1,20,0,1
534,59,1463950,Large,Finance,17,5,0,25,0,1
535,27,849148,Large,Finance,15,8,0,66,0,1
536,53,976555,Small,Finance,5,3,0,9,1,0
537,42,901763,Small,Retail,13,5,1,53,0,1
538,37,784090,Large,Tech,7,3,0,61,0,0
539,42,1173698,Medium,Healthcare,6,0,0,38,0,0
540,32,976787,Small,Tech,7,6,1,3,1,1
541,58,1637803,Small,Tech,12,9,0,70,0,0
542,57,1042406,Medium,Tech,5,5,0,55,1,0
543,56,1143804,Small,Finance,17,8,0,1,0,1
544,40,948074,Medium,Manufacturing,1,6,0,70,1,0
545,41,1261568,Medium,Finance,7,6,0,45,1,0
546,39,1880677,Medium,Finance,10,1,0,47,0,0
547,35,1380174,Large,Tech,0,8,0,26,0,0
548,36,1854510,Large,Finance,5,9,0,14,0,1
549,52,1965970,Large,Tech,15,8,0,54,0,1
550,22,589226,Medium,Manufacturing,19,5,1,71,0,1
551,24,1115673,Medium,Healthcare,11,2,1,46,0,1
552,37,527286,Large,Tech,10,0,0,31,0,0
553,44,737785,Small,Manufacturing,9,3,0,59,0,0
554,32,1360321,Medium,Healthcare,2,2,0,29,0,0
555,33,1112461,Small,Retail,12,0,1,17,0,1
556,31,1492673,Small,Tech,2,2,0,14,0,0
557,53,532732,Medium,Tech,14,3,1,36,1,1
558,37,913474,Medium,Retail,15,7,0,58,0,0
559,29,1224044,Small,Retail,12,8,1,24,1,1
560,59,1184200,Small,Tech,16,2,1,63,0,1
561,33,513030,Large,Retail,2,5,1,25,0,0
562,45,1024238,Large,Finance,19,9,0,59,0,1
563,49,1914710,Medium,Healthcare,10,4,0,32,0,0
564,29,1318652,Large,Healthcare,18,5,0,18,1,1
565,49,1686652,Large,Healthcare,10,3,0,37,1,1
566,57,448554,Large,Finance,15,9,0,26,0,1
567,47,585555,Large,Retail,2,5,0,9,1,0
568,29,744191,Small,Manufacturing,5,6,0,64,0,0
569,49,1802337,Medium,Retail,13,8,0,20,1,1
570,49,1854094,Large,Tech,17,9,0,54,1,1
571,58,1689517,Small,Healthcare,16,6,0,30,0,1
572,57,614451,Small,Retail,3,5,1,53,0,0
573,48,1220597,Small,Manufacturing,14,0,0,63,0,0
574,38,1632762,Large,Tech,10,1,0,11,1,1
575,30,1925794,Large,Finance,2,0,0,31,0,0
576,54,1072944,Medium,Finance,2,8,1,49,1,1
577,41,1786205,Large,Manufacturing,15,9,0,19,1,1
578,34,1068747,Large,Tech,4,9,0,12,0,1
579,49,524695,Small,Healthcare,9,8,0,15,0,0
580,50,1184315,Medium,Retail,18,6,0,31,1,1
581,34,1644476,Large,Tech,3,1,0,43,0,0
582,56,1401844,Large,Finance,18,5,1,37,1,1
583,27,1781006,Small,Manufacturing,10,3,1,29,0,1
584,39,1561519,Small,Manufacturing,1,0,0,26,0,0
585,26,1770394,Large,Retail,9,0,0,2,0,0
586,46,1008691,Medium,Manufacturing,10,4,0,15,1,1
587,23,873189,Medium,Manufacturing,19,1,0,4,0,0
588,31,1710706,Small,Tech,15,3,0,50,1,0
589,51,1543064,Small,Healthcare,18,0,0,38,0,0
590,26,690530,Large,Retail,10,3,1,23,1,1
591,54,962784,Small,Tech,13,5,1,59,0,1
592,22,541531,Large,Healthcare,1,9,0,28,0,0
593,39,1595269,Medium,Tech,4,3,0,66,1,0
594,53,1294465,Medium,Tech,4,0,0,8,0,0
595,32,1219484,Large,Manufacturing,18,6,0,29,0,1
596,42,1003650,Small,Healthcare,11,1,0,11,0,0
597,47,1899295,Medium,Retail,17,8,0,18,1,1
598,46,1586936,Small,Retail,3,2,1,55,1,0
599,43,644855,Medium,Healthcare,16,7,1,50,0,1
600,48,1855979,Large,Manufacturing,9,7,0,14,0,1
601,34,1374961,Large,Finance,19,2,0,9,1,1
602,54,731374,Large,Tech,5,3,0,11,0,0
603,55,1764811,Medium,Manufacturing,13,1,0,63,1,0
604,56,580783,Small,Healthcare,10,3,0,67,0,0
605,22,1434106,Small,Tech,10,8,0,53,1,1
606,42,583707,Small,Retail,17,1,0,39,1,0
607,27,677816,Medium,Finance,17,2,0,56,1,0
608,49,1778236,Medium,Retail,10,3,1,28,1,1
609,38,1286420,Medium,Healthcare,11,4,0,39,0,0
610,26,1750503,Medium,Tech,4,0,0,25,0,0
611,52,645114,Medium,Healthcare,8,6,0,21,0,0
612,26,543373,Small,Tech,8,9,0,10,1,1
613,59,647697,Medium,Manufacturing,9,6,0,43,1,1
614,24,1510355,Medium,Finance,18,8,1,15,1,1
615,44,1518758,Small,Manufacturing,0,3,1,48,0,0
616,58,1346914,Medium,Manufacturing,6,5,0,21,0,0
617,58,1955743,Small,Healthcare,3,1,0,60,0,0
618,31,1256331,Small,Finance,0,3,0,50,1,0
619,31,1586836,Large,Tech,14,1,0,23,0,0
620,40,1223159,Large,Tech,7,9,1,13,0,1
621,38,1271129,Large,Retail,11,4,0,69,1,0
622,42,946701,Large,Tech,17,6,0,4,0,1
623,35,1086958,Medium,Healthcare,14,0,0,9,0,0
624,30,630904,Large,Manufacturing,16,9,0,35,0,1
625,22,1396413,Small,Manufacturing,13,9,1,21,1,1
626,34,818349,Medium,Manufacturing,13,6,0,58,0,0
627,25,1084838,Large,Finance,17,9,1,18,1,1
628,22,1097968,Small,Tech,19,5,0,43,0,0
629,53,1901405,Medium,Healthcare,17,5,1,6,1,1
630,55,379083,Medium,Finance,15,7,0,67,0,0
631,49,858819,Large,Retail,0,7,0,12,0,0
632,52,1619432,Medium,Healthcare,10,5,1,12,1,1
633,29,1714821,Small,Healthcare,14,2,0,66,1,1
634,47,1947608,Medium,Healthcare,11,4,0,2,0,1
635,55,1077147,Small,Manufacturing,7,1,0,15,1,0
636,24,1348382,Medium,Healthcare,19,4,1,23,0,1
637,33,954037,Large,Tech,5,8,0,29,1,1
638,22,1338836,Small,Healthcare,2,9,1,7,1,1
639,26,1141047,Medium,Manufacturing,12,0,0,28,0,0
640,51,906791,Medium,Healthcare,12,9,0,14,1,1
641,51,1602922,Medium,Retail,1,4,1,44,0,0
642,38,909996,Small,Retail,4,5,0,30,0,0
643,44,1015472,Small,Manufacturing,16,6,1,32,1,1
644,36,1975335,Small,Tech,5,8,1,70,1,1
645,58,1344244,Large,Tech,1,5,0,6,0,0
646,42,1078513,Large,Finance,3,4,0,27,0,0
647,35,1506237,Small,Manufacturing,10,6,0,24,0,0
648,23,460081,Medium,Healthcare,7,0,1,34,1,1
649,32,688590,Large,Manufacturing,11,4,1,40,0,1
650,59,1193093,Small,Finance,7,1,0,47,0,0
651,55,981503,Medium,Manufacturing,10,3,0,24,0,0
652,59,1354730,Large,Manufacturing,19,6,0,65,0,1
653,55,977164,Medium,Finance,7,4,1,18,0,0
654,39,1259192,Medium,Tech,7,5,0,44,0,0
655,51,1412864,Medium,Healthcare,16,1,0,57,0,0
656,36,351195,Medium,Finance,19,2,0,28,0,0
657,48,582725,Large,Retail,19,6,1,71,1,1
658,55,745864,Large,Tech,15,1,0,23,0,0
659,59,592231,Large,Retail,13,5,0,34,1,1
660,54,1005290,Small,Tech,10,4,0,11,1,1
661,45,464053,Large,Healthcare,6,9,0,35,1,1
662,36,893586,Medium,Healthcare,15,0,1,42,1,1
663,51,1785200,Large,Manufacturing,12,9,1,28,0,1
664,38,1388075,Medium,Retail,14,3,0,24,0,1
665,26,1736536,Small,Tech,15,1,0,8,0,0
666,50,745485,Medium,Healthcare,8,3,0,53,0,0
667,25,1593774,Medium,Finance,2,0,0,4,1,0
668,31,1816111,Medium,Healthcare,18,1,1,5,1,1
669,38,1969211,Small,Finance,19,7,0,49,1,1
670,31,1659507,Large,Tech,4,5,0,30,0,0
671,38,1646208,Large,Healthcare,9,1,0,63,1,0
672,41,636585,Small,Healthcare,16,5,0,47,0,0
673,45,322431,Medium,Tech,14,9,0,26,0,1
674,26,1672401,Large,Healthcare,7,8,0,57,0,1
675,55,1543131,Small,Finance,14,6,0,37,1,1
676,27,947008,Large,Healthcare,13,8,1,7,0,1
677,23,873441,Small,Retail,19,4,0,40,1,1
678,34,568512,Medium,Manufacturing,6,6,0,39,1,0
679,32,1198792,Large,Finance,11,6,1,62,1,1
680,44,476076,Small,Retail,16,2,0,53,0,0
681,37,1568300,Large,Tech,16,6,1,4,1,1
682,52,1929849,Large,Finance,9,0,0,25,1,0
683,32,1663046,Large,Manufacturing,18,8,0,7,0,1
684,37,1981601,Large,Manufacturing,13,9,0,28,0,1
685,29,978758,Small,Tech,10,5,0,69,0,0
686,25,1053753,Medium,Tech,1,4,0,67,0,0
687,25,350861,Small,Finance,17,6,1,20,0,1
688,46,1686617,Small,Healthcare,6,4,0,11,1,0
689,24,1561553,Small,Tech,11,9,0,67,0,0
690,53,951406,Medium,Healthcare,1,4,0,7,0,0
691,24,1021001,Large,Retail,19,9,0,23,1,1
692,48,309078,Large,Manufacturing,17,6,0,61,0,0
693,50,624912,Large,Healthcare,5,9,0,71,1,1
694,53,1923911,Medium,Manufacturing,9,6,1,34,0,1
695,40,1158058,Large,Healthcare,19,2,1,19,0,1
696,42,1144092,Medium,Retail,14,2,0,58,0,0
697,26,1267290,Large,Tech,4,9,0,9,0,1
698,39,1743717,Large,Retail,19,2,1,48,0,1
699,49,515048,Small,Tech,2,5,1,41,1,0
700,43,1060581,Medium,Tech,4,5,0,48,0,0
701,42,1990696,Small,Manufacturing,7,2,1,45,1,1
702,27,1216838,Small,Retail,7,2,0,25,0,0
703,22,949438,Small,Healthcare,7,7,1,25,0,1
704,26,1505663,Medium,Retail,11,7,0,19,1,1
705,33,333320,Medium,Manufacturing,7,6,0,39,0,0
706,47,627025,Large,Tech,10,9,1,27,1,1
707,55,915115,Small,Manufacturing,13,3,0,63,1,0
708,35,1861863,Large,Finance,7,3,0,68,1,1
709,47,664359,Small,Finance,9,2,0,19,0,0
710,48,1243793,Medium,Healthcare,6,4,1,28,0,1
711,30,1608507,Medium,Manufacturing,16,2,1,33,1,1
712,47,1243187,Medium,Healthcare,3,7,1,10,1,1
713,43,706845,Small,Healthcare,12,6,0,30,0,0
714,51,1897690,Medium,Finance,3,2,1,22,0,1
715,38,400734,Small,Healthcare,4,8,0,3,0,0
716,47,457702,Large,Finance,3,4,0,48,0,0
717,57,1054122,Small,Tech,17,8,1,2,0,1
718,22,1525811,Large,Manufacturing,5,6,0,54,0,0
719,29,1447087,Small,Healthcare,1,6,0,6,1,0
720,56,1283939,Large,Finance,10,5,0,40,1,1
721,36,1622373,Medium,Retail,13,1,0,2,1,1
722,43,906229,Large,Healthcare,4,8,1,2,0,1
723,35,1029497,Medium,Tech,5,5,0,55,0,0
724,47,398818,Medium,Tech,9,7,1,60,1,1
725,49,1273950,Large,Retail,7,0,0,6,1,0
726,44,452360,Small,Finance,13,4,0,19,1,1
727,35,919369,Small,Healthcare,2,0,0,27,1,0
728,45,861165,Small,Finance,11,9,1,1,0,1
729,23,673706,Small,Tech,15,7,0,33,1,1
730,47,1232817,Small,Finance,16,7,1,40,0,1
731,35,1560533,Medium,Tech,0,0,0,32,0,0
732,28,372715,Small,Finance,9,8,0,69,1,0
733,24,441398,Medium,Retail,9,1,0,17,0,0
734,44,1982955,Medium,Manufacturing,1,8,1,8,0,1
735,39,1867628,Medium,Retail,8,0,1,57,0,0
736,59,1481208,Large,Retail,12,9,0,42,0,1
737,56,1165580,Large,Manufacturing,15,8,0,9,1,1
738,36,383186,Medium,Manufacturing,17,3,0,35,0,0
739,46,1499670,Large,Healthcare,18,8,1,71,0,1
740,58,894604,Small,Healthcare,11,6,0,53,0,0
741,49,1376956,Small,Retail,7,5,1,54,0,0
742,31,934486,Medium,Retail,16,4,1,25,0,1
743,38,564500,Small,Tech,14,8,0,67,1,1
744,43,370326,Medium,Tech,9,1,1,62,0,0
745,47,1178879,Medium,Healthcare,14,1,0,55,1,0
746,46,939282,Small,Healthcare,14,8,0,46,1,1
747,38,520971,Large,Tech,6,2,0,24,1,0
748,34,1106481,Small,Tech,12,7,0,46,0,0
749,41,1817509,Small,Finance,16,8,1,22,0,1
750,46,1517060,Medium,Finance,8,7,0,11,1,1
751,25,1331519,Medium,Tech,7,3,0,48,0,0
752,31,1089352,Medium,Finance,19,0,0,8,1,0
753,24,784410,Medium,Manufacturing,17,3,0,39,1,1
754,39,1690281,Large,Healthcare,12,8,0,35,1,1
755,57,525314,Large,Healthcare,15,1,0,49,1,0
756,43,1787292,Large,Tech,8,2,0,46,0,0
757,55,1928094,Medium,Retail,11,9,1,38,0,1
758,29,1840448,Medium,Tech,11,7,1,8,1,1
759,40,816998,Medium,Finance,5,5,0,54,0,0
760,58,1247531,Large,Retail,18,7,1,37,0,1
761,27,1868560,Medium,Finance,6,6,0,40,1,1
762,47,765757,Small,Manufacturing,2,4,0,34,0,0
763,55,1723060,Small,Finance,15,8,0,17,1,1
764,27,808062,Medium,Manufacturing,17,3,0,33,1,1
765,58,1932185,Small,Manufacturing,15,5,0,47,0,0
766,54,432028,Small,Finance,6,1,1,52,1,0
767,43,531447,Large,Finance,3,1,0,9,1,0
768,42,1160563,Medium,Manufacturing,7,1,1,33,1,1
769,27,1789700,Medium,Retail,12,9,0,60,0,1
770,27,1295843,Large,Manufacturing,12,6,1,21,0,1
771,25,926045,Small,Healthcare,16,1,0,58,1,0
772,51,1781235,Small,Manufacturing,16,1,0,69,0,0
773,32,601207,Medium,Retail,4,8,0,10,0,0
774,51,1724945,Small,Healthcare,5,6,0,6,1,1
775,52,1727120,Large,Tech,18,2,0,13,0,1
776,45,1691538,Large,Tech,12,2,1,65,0,1
777,30,566847,Medium,Retail,13,6,0,20,0,0
778,24,1020488,Large,Manufacturing,3,4,1,57,0,0
779,52,896387,Large,Finance,6,9,0,46,1,0
780,58,719065,Medium,Retail,7,5,1,8,0,1
781,57,987220,Large,Healthcare,12,7,0,10,0,1
782,45,331585,Large,Healthcare,5,8,0,67,1,0
783,52,1763807,Large,Tech,5,0,1,11,1,1
784,27,1295043,Small,Healthcare,2,2,0,12,1,0
785,23,1916449,Medium,Retail,2,6,0,10,0,0
786,41,589102,Medium,Healthcare,12,5,0,25,0,0
787,49,1636737,Medium,Retail,1,6,0,49,1,0
788,32,1735397,Small,Finance,15,7,0,49,0,0
789,25,1262854,Small,Tech,5,5,1,11,1,1
790,36,579922,Medium,Healthcare,7,2,0,62,0,0
791,27,1000601,Small,Retail,7,1,0,36,0,0
792,51,1390805,Medium,Manufacturing,5,6,0,39,1,1
793,59,1435228,Small,Tech,13,0,0,53,1,0
794,23,1214699,Large,Finance,2,2,0,56,1,0
795,36,549474,Large,Retail,9,3,1,1,0,1
796,32,1212935,Medium,Finance,2,0,0,56,0,0
797,29,560116,Small,Finance,11,4,1,4,0,0
798,47,1171310,Small,Healthcare,16,9,0,30,0,1
799,26,1244994,Large,Healthcare,4,2,0,12,0,0
800,27,820985,Large,Retail,19,1,0,35,0,0
801,47,319975,Small,Manufacturing,8,2,0,52,0,0
802,25,457795,Small,Retail,19,7,0,31,1,1
803,40,1765071,Small,Manufacturing,6,5,0,68,1,0
804,41,1557949,Small,Finance,3,6,1,52,1,1
805,54,1229065,Small,Tech,12,5,0,7,0,0
806,41,1324939,Small,Retail,12,5,1,22,1,1
807,33,1545709,Medium,Retail,9,2,0,56,0,0
808,22,1174829,Small,Manufacturing,17,7,1,58,0,1
809,47,1643862,Large,Finance,16,6,1,64,1,1
810,35,1937188,Medium,Finance,19,6,0,12,0,1
811,59,1524613,Small,Manufacturing,19,5,1,7,0,1
812,58,688076,Large,Finance,12,4,0,55,0,0
813,32,960008,Medium,Healthcare,16,9,1,62,0,1
814,57,990493,Large,Tech,3,7,0,55,1,0
815,34,1268181,Small,Retail,0,4,0,36,1,0
816,24,920347,Small,Tech,0,8,1,24,1,1
817,54,1312092,Small,Retail,14,8,0,44,0,1
818,27,922605,Small,Healthcare,12,0,0,17,1,0
819,31,1025495,Medium,Finance,16,5,1,2,0,1
820,26,1645766,Medium,Manufacturing,7,6,0,13,0,0
821,44,1788856,Large,Healthcare,17,2,0,31,1,1
822,31,401459,Small,Tech,12,6,0,28,0,0
823,23,1061985,Large,Manufacturing,13,6,0,60,1,1
824,34,500422,Medium,Finance,7,1,1,27,0,0
825,23,1450096,Small,Healthcare,7,6,0,15,1,1
826,41,885560,Small,Manufacturing,14,0,0,33,1,0
827,22,1047512,Medium,Healthcare,12,4,0,20,0,0
828,58,816123,Medium,Healthcare,6,8,1,42,0,1
829,30,1678369,Medium,Finance,4,6,0,12,1,1
830,38,626818,Medium,Retail,16,6,0,23,0,1
831,30,1336548,Medium,Manufacturing,15,1,1,14,0,1
832,32,444832,Small,Finance,1,7,0,25,1,0
833,36,452999,Medium,Healthcare,17,2,0,31,0,0
834,45,648619,Small,Finance,16,7,0,54,1,1
835,59,361367,Small,Retail,6,2,0,5,0,0
836,56,1053315,Medium,Manufacturing,12,9,0,13,0,1
837,51,705804,Medium,Retail,17,6,0,28,1,1
838,52,1208182,Small,Tech,13,1,1,43,0,0
839,26,1057038,Medium,Manufacturing,17,3,0,47,0,0
840,35,1584382,Medium,Retail,12,5,1,71,0,1
841,32,1204586,Medium,Healthcare,10,8,0,38,0,0
842,30,1393314,Large,Manufacturing,15,4,1,67,0,1
843,55,857685,Small,Manufacturing,16,8,1,62,0,1
844,33,1692909,Large,Finance,7,4,0,39,0,0
845,56,1687087,Medium,Healthcare,18,9,0,37,0,1
846,56,1342377,Large,Tech,19,7,0,8,1,1
847,22,502332,Medium,Retail,14,0,1,52,1,1
848,43,682729,Large,Finance,8,6,1,33,0,1
849,50,1460029,Medium,Retail,19,3,0,42,1,1
850,29,1368392,Large,Tech,9,4,0,27,1,0
851,32,1259744,Large,Tech,11,5,0,8,0,1
852,58,1223780,Large,Manufacturing,19,4,1,23,1,1
853,35,1069299,Small,Tech,0,0,0,64,0,0
854,51,1765291,Large,Retail,19,8,0,20,1,1
855,56,1306080,Small,Healthcare,8,1,0,16,0,0
856,42,671000,Medium,Healthcare,14,8,0,17,0,1
857,58,513567,Large,Manufacturing,0,9,1,19,1,1
858,26,1863509,Medium,Retail,11,1,0,8,0,0
859,40,895923,Medium,Retail,2,8,0,38,0,0
860,35,516184,Large,Tech,10,5,0,38,0,0
861,47,598090,Small,Retail,1,8,0,53,0,0
862,25,617348,Large,Finance,15,5,0,31,1,1
863,46,1531534,Medium,Tech,8,5,1,44,1,1
864,46,1289156,Medium,Finance,14,1,1,60,0,1
865,39,1626283,Large,Manufacturing,11,7,0,17,0,1
866,29,392324,Small,Healthcare,0,2,0,39,1,0
867,35,523536,Small,Manufacturing,12,6,1,42,0,1
868,53,1620567,Medium,Healthcare,13,4,0,48,1,1
869,59,326155,Medium,Manufacturing,7,2,0,12,0,0
870,54,641815,Small,Retail,7,0,1,18,0,0
871,44,1989755,Large,Finance,11,7,1,6,0,1
872,36,760494,Medium,Healthcare,0,2,1,43,0,0
873,54,449381,Small,Tech,10,1,1,35,0,0
874,46,1480267,Medium,Finance,7,0,1,54,0,0
875,38,1824986,Large,Tech,9,3,0,62,0,0
876,54,743324,Small,Finance,18,7,0,69,0,0
877,23,334707,Medium,Finance,10,2,0,16,0,0
878,35,1237841,Large,Manufacturing,6,0,0,8,0,0
879,27,1867053,Medium,Healthcare,10,3,0,31,0,0
880,27,1046788,Large,Healthcare,16,8,0,10,0,1
881,24,653299,Large,Finance,0,0,0,56,0,0
882,28,1507068,Small,Retail,7,1,0,70,1,0
883,29,1822688,Large,Retail,5,8,0,20,1,1
884,36,470102,Medium,Tech,17,1,0,5,0,0
885,50,694274,Large,Tech,5,2,0,23,0,0
886,54,517285,Large,Manufacturing,4,6,1,9,0,1
887,51,1686980,Small,Finance,12,2,0,58,1,0
888,48,1508052,Large,Tech,18,8,0,59,0,1
889,57,1058842,Large,Tech,7,5,1,54,0,0
890,50,1322788,Medium,Finance,8,2,0,46,1,0
891,59,1509504,Small,Manufacturing,16,8,0,22,0,1
892,54,1150610,Small,Tech,2,0,0,64,0,0
893,58,596141,Small,Manufacturing,18,9,0,8,0,1
894,48,1243115,Large,Healthcare,10,2,1,20,1,1
895,54,1992137,Small,Manufacturing,16,0,0,51,0,0
896,25,1597076,Large,Retail,18,1,0,39,1,1
897,43,1480887,Large,Retail,1,7,0,37,1,1
898,23,545546,Medium,Manufacturing,7,6,0,50,0,0
899,31,1545309,Medium,Retail,18,1,0,34,0,1
900,26,951233,Medium,Healthcare,6,1,0,33,0,0
901,31,1918136,Medium,Finance,16,8,0,31,1,1
902,54,1341592,Medium,Retail,5,5,0,54,1,0
903,59,446470,Large,Retail,18,4,0,44,0,1
904,34,944318,Large,Manufacturing,5,9,0,34,1,1
905,52,1667223,Small,Healthcare,1,5,0,71,0,0
906,57,1355146,Large,Finance,5,8,1,62,0,1
907,45,630929,Large,Manufacturing,4,6,0,23,1,1
908,36,1881974,Medium,Manufacturing,18,9,0,46,1,1
909,50,1847691,Large,Healthcare,19,9,0,56,0,1
910,29,379141,Medium,Finance,3,8,0,7,1,1
911,26,312115,Small,Healthcare,16,3,1,61,1,1
912,50,1387638,Small,Finance,10,1,0,3,1,0
913,25,1109343,Large,Healthcare,3,7,1,38,1,1
914,33,1976925,Small,Manufacturing,12,3,0,34,1,1
915,23,1643276,Large,Manufacturing,19,8,1,44,0,1
916,48,690479,Small,Tech,16,3,0,30,1,1
917,52,1874833,Medium,Retail,8,7,1,17,0,1
918,57,1130185,Medium,Healthcare,3,8,0,59,1,0
919,57,697686,Medium,Tech,13,8,0,10,0,1
920,47,1470439,Medium,Retail,18,9,0,18,1,1
921,48,1096657,Large,Healthcare,2,3,0,45,0,0
922,26,1849652,Small,Finance,13,0,1,59,0,0
923,41,947296,Large,Retail,7,2,0,62,0,0
924,32,1849302,Medium,Manufacturing,0,8,0,59,1,0
925,31,1325799,Large,Tech,9,3,0,49,1,1
926,59,1978687,Small,Retail,17,4,0,63,0,1
927,27,1100101,Large,Retail,15,6,0,32,1,1
928,29,1983541,Small,Manufacturing,7,4,0,10,1,1
929,44,1344257,Large,Healthcare,0,3,0,11,1,0
930,47,348320,Small,Finance,11,1,1,70,0,0
931,33,1264918,Small,Manufacturing,7,1,0,62,1,0
932,47,796758,Medium,Finance,15,3,0,47,0,0
933,34,1495225,Small,Healthcare,17,9,1,34,1,1
934,39,1473930,Medium,Retail,3,9,0,17,1,1
935,46,912297,Medium,Finance,5,8,0,54,1,0
936,54,748625,Medium,Tech,11,7,0,40,1,1
937,33,328625,Large,Tech,8,2,0,19,0,0
938,57,1036400,Large,Manufacturing,14,8,0,67,0,1
939,25,1634809,Large,Healthcare,15,4,1,53,0,1
940,26,1385063,Large,Manufacturing,11,2,0,64,0,0
941,58,1807630,Small,Manufacturing,13,4,0,47,0,0
942,29,1576647,Small,Manufacturing,12,9,1,6,1,1
943,49,788011,Large,Tech,1,3,1,16,1,1
944,52,1660858,Small,Tech,2,7,0,18,0,0
945,30,1522471,Small,Manufacturing,9,4,0,52,0,0
946,50,730424,Medium,Tech,8,9,0,48,0,0
947,35,616205,Medium,Healthcare,19,7,1,43,0,1
948,43,1248163,Medium,Manufacturing,7,8,1,39,0,1
949,32,1347328,Medium,Tech,9,3,0,49,1,1
950,44,401376,Small,Finance,18,6,0,12,0,1
951,22,1773682,Large,Manufacturing,2,1,0,10,1,0
952,58,1133487,Small,Manufacturing,4,5,1,71,0,0
953,42,1067629,Small,Healthcare,2,7,0,55,1,0
954,47,1630228,Small,Retail,15,6,0,1,1,1
955,57,1820708,Medium,Retail,16,6,1,49,1,1
956,44,458056,Medium,Healthcare,14,7,0,36,1,1
957,22,934457,Medium,Healthcare,2,6,0,21,1,0
958,36,860347,Large,Healthcare,11,4,0,37,1,1
959,42,762785,Small,Retail,8,6,0,24,1,0
960,30,1976273,Large,Healthcare,11,9,0,55,0,1
961,30,1848229,Medium,Tech,14,2,0,25,0,0
962,31,1332766,Large,Manufacturing,1,4,0,7,0,0
963,47,829992,Small,Manufacturing,17,6,1,71,1,1
964,56,1278080,Small,Finance,19,8,0,71,0,1
965,46,1028744,Medium,Finance,11,1,0,24,1,1
966,47,1042488,Medium,Manufacturing,3,3,0,11,1,0
967,32,935567,Large,Tech,15,6,1,12,0,1
968,59,982568,Medium,Retail,15,0,1,35,0,0
969,23,942804,Medium,Retail,0,1,0,63,1,0
970,28,822828,Small,Tech,1,8,0,68,0,0
971,39,778366,Medium,Retail,2,9,0,57,1,0
972,48,1021384,Medium,Healthcare,19,6,0,13,0,1
973,55,1257386,Small,Manufacturing,16,9,0,23,1,1
974,48,719139,Small,Manufacturing,19,6,1,39,0,1
975,38,819777,Large,Tech,0,5,1,12,1,1
976,45,1724764,Medium,Retail,19,2,0,34,0,1
977,46,532549,Small,Finance,5,9,1,71,0,1
978,28,1902029,Large,Finance,14,2,1,31,0,1
979,27,1940067,Large,Retail,13,1,0,62,0,0
980,45,784965,Medium,Finance,19,5,0,13,1,1
981,54,1090546,Medium,Tech,14,3,1,31,1,1
982,50,1282469,Large,Tech,13,4,0,2,0,1
983,43,336321,Small,Retail,4,2,1,15,0,0
984,47,635441,Large,Finance,5,5,1,57,0,1
985,49,1593590,Medium,Tech,16,2,0,34,1,1
986,42,456498,Small,Tech,10,7,1,68,1,1
987,28,1366348,Small,Healthcare,15,8,1,29,0,1
988,38,1090144,Large,Healthcare,11,3,0,66,1,0
989,41,694583,Medium,Tech,14,8,0,16,1,1
990,41,538389,Large,Retail,3,6,0,39,1,0
991,43,939430,Large,Manufacturing,17,2,0,37,1,1
992,49,1964600,Large,Manufacturing,2,6,0,21,1,1
993,28,1400500,Small,Tech,7,0,0,44,1,0
994,22,1876590,Small,Tech,2,2,0,19,0,0
